Date,GJR downside rule,Historical downside rule,Buy and hold SPY,Fixed 50% SPY / 50% cash,gjr_threshold,historical_threshold
2023-02-15,1.0,1.0,1.0,0.5,0.0008118026737005832,0.0009772842902056114
2023-02-16,1.0,1.0,1.0,0.5,0.0008118026737005832,0.0009772842902056114
2023-02-17,1.0,1.0,1.0,0.5,0.0008118026737005832,0.0009772842902056114
2023-02-21,1.0,1.0,1.0,0.5,0.0008118026737005832,0.0009772842902056114
2023-02-22,1.0,1.0,1.0,0.5,0.0008118026737005832,0.0009772842902056114
2023-02-23,1.0,1.0,1.0,0.5,0.0008118026737005832,0.0009772842902056114
2023-02-24,1.0,1.0,1.0,0.5,0.0008118026737005832,0.0009772842902056114
2023-02-27,1.0,1.0,1.0,0.5,0.0008118026737005832,0.0009772842902056114
2023-02-28,1.0,1.0,1.0,0.5,0.0008118026737005832,0.0009772842902056114
2023-03-01,1.0,1.0,1.0,0.5,0.0008118026737005832,0.0009772842902056114
2023-03-02,1.0,1.0,1.0,0.5,0.0008118026737005832,0.0009772842902056114
2023-03-03,1.0,1.0,1.0,0.5,0.0008118026737005832,0.0009772842902056114
2023-03-06,1.0,1.0,1.0,0.5,0.0008118026737005832,0.0009772842902056114
2023-03-07,1.0,1.0,1.0,0.5,0.0008118026737005832,0.0009772842902056114
2023-03-08,1.0,1.0,1.0,0.5,0.0008118026737005832,0.0009772842902056114
2023-03-09,1.0,1.0,1.0,0.5,0.0008063037979077844,0.0009772842902056114
2023-03-10,1.0,1.0,1.0,0.5,0.0008063037979077844,0.0009772842902056114
2023-03-13,1.0,1.0,1.0,0.5,0.0008063037979077844,0.0009772842902056114
2023-03-14,1.0,1.0,1.0,0.5,0.0008063037979077844,0.0009772842902056114
2023-03-15,1.0,1.0,1.0,0.5,0.0008063037979077844,0.0009772842902056114
2023-03-16,1.0,1.0,1.0,0.5,0.0008063037979077844,0.0009772842902056114
2023-03-17,1.0,1.0,1.0,0.5,0.0008063037979077844,0.0009772842902056114
2023-03-20,1.0,1.0,1.0,0.5,0.0008063037979077844,0.0009772842902056114
2023-03-21,1.0,1.0,1.0,0.5,0.0008063037979077844,0.0009772842902056114
2023-03-22,1.0,1.0,1.0,0.5,0.0008063037979077844,0.0009772842902056114
2023-03-23,1.0,1.0,1.0,0.5,0.0008063037979077844,0.0009772842902056114
2023-03-24,1.0,1.0,1.0,0.5,0.0008063037979077844,0.0009772842902056114
2023-03-27,1.0,1.0,1.0,0.5,0.0008063037979077844,0.0009772842902056114
2023-03-28,1.0,1.0,1.0,0.5,0.0008063037979077844,0.0009772842902056114
2023-03-29,1.0,1.0,1.0,0.5,0.0008063037979077844,0.0009772842902056114
2023-03-30,1.0,1.0,1.0,0.5,0.0008063037979077844,0.0009772842902056114
2023-03-31,1.0,1.0,1.0,0.5,0.0008063037979077844,0.0009772842902056114
2023-04-03,1.0,1.0,1.0,0.5,0.0008063037979077844,0.0009772842902056114
2023-04-04,1.0,1.0,1.0,0.5,0.0008063037979077844,0.0009772842902056114
2023-04-05,1.0,1.0,1.0,0.5,0.0008063037979077844,0.0009772842902056114
2023-04-06,1.0,1.0,1.0,0.5,0.0008063037979077844,0.0009772842902056114
2023-04-10,1.0,1.0,1.0,0.5,0.0008063037979077844,0.0009772842902056114
2023-04-11,1.0,1.0,1.0,0.5,0.0008063037979077844,0.0009772842902056114
2023-04-12,1.0,1.0,1.0,0.5,0.0008063037979077844,0.0009772842902056114
2023-04-13,1.0,1.0,1.0,0.5,0.0008063037979077844,0.0009772842902056114
2023-04-14,1.0,1.0,1.0,0.5,0.0008063037979077844,0.0009772842902056114
2023-04-17,1.0,1.0,1.0,0.5,0.0008063037979077844,0.0009772842902056114
2023-04-18,1.0,1.0,1.0,0.5,0.0008063037979077844,0.0009772842902056114
2023-04-19,1.0,1.0,1.0,0.5,0.0008063037979077844,0.0009772842902056114
2023-04-20,1.0,1.0,1.0,0.5,0.0008063037979077844,0.0009772842902056114
2023-04-21,1.0,1.0,1.0,0.5,0.0008063037979077844,0.0009772842902056114
2023-04-24,1.0,1.0,1.0,0.5,0.0008063037979077844,0.0009772842902056114
2023-04-25,1.0,1.0,1.0,0.5,0.0008063037979077844,0.0009772842902056114
2023-04-26,1.0,1.0,1.0,0.5,0.0008063037979077844,0.0009772842902056114
2023-04-27,1.0,1.0,1.0,0.5,0.0008063037979077844,0.0009772842902056114
2023-04-28,1.0,1.0,1.0,0.5,0.0007807674471093501,0.0009772842902056114
2023-05-01,1.0,1.0,1.0,0.5,0.0007680696643030893,0.0009772842902056114
2023-05-02,1.0,1.0,1.0,0.5,0.0007628573657218128,0.0009772842902056114
2023-05-03,1.0,1.0,1.0,0.5,0.0007519735332753364,0.0009703485328242575
2023-05-04,1.0,1.0,1.0,0.5,0.0007504231849373943,0.0009419264669642378
2023-05-05,1.0,1.0,1.0,0.5,0.0007476074004482699,0.0009388474358129879
2023-05-08,1.0,1.0,1.0,0.5,0.0007391917512523581,0.0009368055485194228
2023-05-09,1.0,1.0,1.0,0.5,0.0007371859866275072,0.0009247112248728699
2023-05-10,1.0,1.0,1.0,0.5,0.0007330899441011306,0.000914369501604259
2023-05-11,1.0,1.0,1.0,0.5,0.0007275208644828298,0.0009123352826178762
2023-05-12,1.0,1.0,1.0,0.5,0.0007112623922588262,0.0009104058008660506
2023-05-15,1.0,1.0,1.0,0.5,0.0006917469802349125,0.0009021841911208496
2023-05-16,1.0,1.0,1.0,0.5,0.0006851400558427545,0.0008771449216343999
2023-05-17,1.0,1.0,1.0,0.5,0.0006775050176361182,0.0008526478198238446
2023-05-18,1.0,1.0,1.0,0.5,0.0006701766230709326,0.0008419457866858274
2023-05-19,1.0,1.0,1.0,0.5,0.0006654180555484214,0.0008257807953649767
2023-05-22,1.0,1.0,1.0,0.5,0.0006593587292257963,0.000817548962547932
2023-05-23,1.0,1.0,1.0,0.5,0.0006575739064266221,0.000809150890405416
2023-05-24,1.0,1.0,1.0,0.5,0.0006537672918575243,0.0007848544593981343
2023-05-25,1.0,1.0,1.0,0.5,0.0006411696470401293,0.0007714248562971063
2023-05-26,1.0,1.0,1.0,0.5,0.0006159237804803741,0.0007648368781174173
2023-05-30,1.0,1.0,1.0,0.5,0.000610980974933915,0.0007302104390684335
2023-05-31,1.0,1.0,1.0,0.5,0.0006054232949713528,0.0006953636016651095
2023-06-01,1.0,1.0,1.0,0.5,0.0005961856760703683,0.000687824674285177
2023-06-02,1.0,1.0,1.0,0.5,0.0005922537754349099,0.0006835126704483691
2023-06-05,1.0,1.0,1.0,0.5,0.0005903997174684495,0.0006749565165859137
2023-06-06,1.0,1.0,1.0,0.5,0.0005903997174684495,0.0006711551477273214
2023-06-07,1.0,1.0,1.0,0.5,0.0005867449929538508,0.0006486746488014165
2023-06-08,1.0,1.0,1.0,0.5,0.0005867449929538508,0.0006160413272627737
2023-06-09,1.0,1.0,1.0,0.5,0.0005867449929538508,0.0006160413272627737
2023-06-12,1.0,1.0,1.0,0.5,0.0005867449929538508,0.0006049924427972011
2023-06-13,1.0,1.0,1.0,0.5,0.000582137168248855,0.0006048763573678426
2023-06-14,1.0,1.0,1.0,0.5,0.0005801052698277214,0.000602343774691146
2023-06-15,1.0,1.0,1.0,0.5,0.0005771738066414038,0.0005903077184691562
2023-06-16,1.0,1.0,1.0,0.5,0.0005675268991362915,0.0005799328004379488
2023-06-20,1.0,1.0,1.0,0.5,0.0005374027032356217,0.000571877539923174
2023-06-21,1.0,1.0,1.0,0.5,0.0005336177762810365,0.0005442247002148351
2023-06-22,1.0,1.0,1.0,0.5,0.0005320231426557995,0.0005415028854165484
2023-06-23,1.0,1.0,1.0,0.5,0.0005291084840662031,0.0005409271473740191
2023-06-26,1.0,1.0,1.0,0.5,0.0005236215421431416,0.0005409271473740191
2023-06-27,1.0,1.0,1.0,0.5,0.0005129518815927831,0.0005409271473740191
2023-06-28,1.0,1.0,1.0,0.5,0.000505782951414414,0.000535677727567673
2023-06-29,1.0,1.0,1.0,0.5,0.0005006306204290963,0.0005146572280039225
2023-06-30,1.0,1.0,1.0,0.5,0.0004856420668687066,0.0005116938292793982
2023-07-03,1.0,1.0,1.0,0.5,0.00048081504455971686,0.0004983367725218365
2023-07-05,1.0,1.0,1.0,0.5,0.0004720145453428731,0.0004905275272793322
2023-07-06,1.0,1.0,1.0,0.5,0.0004688292900242491,0.0004891879426821549
2023-07-07,1.0,1.0,1.0,0.5,0.00046876493681389234,0.000487542027384196
2023-07-10,1.0,1.0,1.0,0.5,0.000468338802068732,0.0004799495343364281
2023-07-11,1.0,1.0,1.0,0.5,0.000466565820052224,0.00047591170247091464
2023-07-12,1.0,1.0,1.0,0.5,0.000466565820052224,0.0004751654950176651
2023-07-13,1.0,1.0,1.0,0.5,0.00046556018210310696,0.000469953035000793
2023-07-14,1.0,1.0,1.0,0.5,0.00046096966181197825,0.00046072319222740886
2023-07-17,1.0,1.0,1.0,0.5,0.0004605673182904648,0.00046008704149296637
2023-07-18,1.0,1.0,1.0,0.5,0.0004605673182904648,0.00046001102163632676
2023-07-19,1.0,1.0,1.0,0.5,0.0004605673182904648,0.00045888739143334353
2023-07-20,1.0,1.0,1.0,0.5,0.0004605673182904648,0.00045888739143334353
2023-07-21,1.0,1.0,1.0,0.5,0.0004605673182904648,0.00045888739143334353
2023-07-24,1.0,1.0,1.0,0.5,0.0004605673182904648,0.00045888739143334353
2023-07-25,1.0,1.0,1.0,0.5,0.0004605673182904648,0.00045888739143334353
2023-07-26,1.0,1.0,1.0,0.5,0.0004605673182904648,0.00045888739143334353
2023-07-27,1.0,1.0,1.0,0.5,0.0004605673182904648,0.00045888739143334353
2023-07-28,1.0,1.0,1.0,0.5,0.0004605673182904648,0.00045888739143334353
2023-07-31,1.0,1.0,1.0,0.5,0.0004605673182904648,0.00045888739143334353
2023-08-01,1.0,1.0,1.0,0.5,0.0004605673182904648,0.00045888739143334353
2023-08-02,1.0,1.0,1.0,0.5,0.0004605673182904648,0.00045888739143334353
2023-08-03,1.0,1.0,1.0,0.5,0.0004605673182904648,0.00045888739143334353
2023-08-04,1.0,1.0,1.0,0.5,0.0004605673182904648,0.00045888739143334353
2023-08-07,1.0,1.0,1.0,0.5,0.0004605673182904648,0.00045888739143334353
2023-08-08,1.0,1.0,1.0,0.5,0.0004605673182904648,0.00045888739143334353
2023-08-09,1.0,1.0,1.0,0.5,0.0004605673182904648,0.00045888739143334353
2023-08-10,1.0,1.0,1.0,0.5,0.0004605673182904648,0.00045888739143334353
2023-08-11,1.0,1.0,1.0,0.5,0.0004605673182904648,0.00045888739143334353
2023-08-14,1.0,1.0,1.0,0.5,0.0004605673182904648,0.00045888739143334353
2023-08-15,1.0,1.0,1.0,0.5,0.0004605673182904648,0.00045888739143334353
2023-08-16,1.0,1.0,1.0,0.5,0.0004605673182904648,0.00045888739143334353
2023-08-17,1.0,1.0,1.0,0.5,0.0004605673182904648,0.00045888739143334353
2023-08-18,1.0,1.0,1.0,0.5,0.0004605673182904648,0.00045888739143334353
2023-08-21,1.0,1.0,1.0,0.5,0.0004605673182904648,0.00045888739143334353
2023-08-22,1.0,1.0,1.0,0.5,0.0004605673182904648,0.00045888739143334353
2023-08-23,1.0,1.0,1.0,0.5,0.0004605673182904648,0.00045888739143334353
2023-08-24,1.0,1.0,1.0,0.5,0.0004605673182904648,0.00045888739143334353
2023-08-25,1.0,1.0,1.0,0.5,0.0004605673182904648,0.00045888739143334353
2023-08-28,1.0,1.0,1.0,0.5,0.0004605673182904648,0.00045888739143334353
2023-08-29,1.0,1.0,1.0,0.5,0.0004605673182904648,0.00045888739143334353
2023-08-30,1.0,1.0,1.0,0.5,0.00044608483054759773,0.0004552893055482861
2023-08-31,1.0,1.0,1.0,0.5,0.0004363253338216623,0.0004540097744308552
2023-09-01,1.0,1.0,1.0,0.5,0.00043102936598817773,0.00045299021312310555
2023-09-05,1.0,1.0,1.0,0.5,0.0004276660320350228,0.0004479545046053711
2023-09-06,1.0,1.0,1.0,0.5,0.0004253453015602824,0.00044151587150925204
2023-09-07,1.0,1.0,1.0,0.5,0.00041738080693455863,0.00043053258853133696
2023-09-08,1.0,1.0,1.0,0.5,0.0004167983546714467,0.0004276788842261798
2023-09-11,1.0,1.0,1.0,0.5,0.00041427579747879234,0.0004250346779048805
2023-09-12,1.0,1.0,1.0,0.5,0.0004127610613863299,0.00042325435973512865
2023-09-13,1.0,1.0,1.0,0.5,0.0004127610613863299,0.000414985792128985
2023-09-14,1.0,1.0,1.0,0.5,0.0004127610613863299,0.0004103898867012204
2023-09-15,1.0,1.0,1.0,0.5,0.00041122030306789853,0.0004102623600527273
2023-09-18,1.0,1.0,1.0,0.5,0.00040775372558755907,0.00040739860641012996
2023-09-19,1.0,1.0,1.0,0.5,0.00040174618943629534,0.00039720721625110747
2023-09-20,1.0,1.0,1.0,0.5,0.0004002058083889747,0.00039521068516124345
2023-09-21,1.0,1.0,1.0,0.5,0.0003978983270119433,0.000392581805503569
2023-09-22,1.0,1.0,1.0,0.5,0.00039714565513889025,0.00039184400451062237
2023-09-25,1.0,1.0,1.0,0.5,0.0003932776007667465,0.000390634226729075
2023-09-26,1.0,1.0,1.0,0.5,0.00038218695254381196,0.0003850597190400087
2023-09-27,1.0,1.0,1.0,0.5,0.00038073911821532647,0.0003821181327885014
2023-09-28,1.0,1.0,1.0,0.5,0.0003768605017503723,0.0003820165812071034
2023-09-29,1.0,1.0,1.0,0.5,0.0003741669825643583,0.00038117686782863534
2023-10-02,1.0,1.0,1.0,0.5,0.00036562190937918264,0.00037931483205370134
2023-10-03,1.0,1.0,1.0,0.5,0.0003644599012256253,0.0003787679782348661
2023-10-04,1.0,1.0,1.0,0.5,0.0003630655385111112,0.0003784746956553761
2023-10-05,1.0,1.0,1.0,0.5,0.00036157856219474365,0.0003777765624658784
2023-10-06,1.0,1.0,1.0,0.5,0.00035814609541078,0.000377447842812391
2023-10-09,1.0,1.0,1.0,0.5,0.0003536072699552078,0.00037737193718041464
2023-10-10,1.0,1.0,1.0,0.5,0.00034687038781029645,0.00037515682486911255
2023-10-11,1.0,1.0,1.0,0.5,0.00034446234481365904,0.0003675108657355255
2023-10-12,1.0,1.0,1.0,0.5,0.0003420881205449478,0.0003668498141552007
2023-10-13,1.0,1.0,1.0,0.5,0.00033581406665038506,0.00036420560783390136
2023-10-16,1.0,1.0,1.0,0.5,0.00033469516552076954,0.00036324871373673284
2023-10-17,1.0,1.0,1.0,0.5,0.0003337359607727409,0.0003594084122060273
2023-10-18,1.0,1.0,1.0,0.5,0.00033186308457295536,0.0003592415702420753
2023-10-19,1.0,1.0,1.0,0.5,0.0003307118118474311,0.0003587617273562733
2023-10-20,1.0,1.0,1.0,0.5,0.00032936888729066837,0.00035762203413653175
2023-10-23,1.0,1.0,1.0,0.5,0.0003269036027153467,0.00035238219646204286
2023-10-24,1.0,1.0,1.0,0.5,0.00032672079814347727,0.00034862898992040625
2023-10-25,1.0,1.0,1.0,0.5,0.00032546968956794994,0.00034857231367490496
2023-10-26,0.5,1.0,1.0,0.5,0.00032156169165545827,0.00034791727433263815
2023-10-27,0.5,1.0,1.0,0.5,0.00032156169165545827,0.0003459285301945978
2023-10-30,1.0,1.0,1.0,0.5,0.00032156169165545827,0.00034482690340662296
2023-10-31,1.0,1.0,1.0,0.5,0.0003201154125364619,0.00034482690340662296
2023-11-01,1.0,1.0,1.0,0.5,0.0003195374319453813,0.0003444308756897786
2023-11-02,1.0,1.0,1.0,0.5,0.00031871958310821007,0.0003427020209820497
2023-11-03,1.0,1.0,1.0,0.5,0.00031871958310821007,0.00034062005716917567
2023-11-06,1.0,1.0,1.0,0.5,0.00031415667826938765,0.00033170670589722617
2023-11-07,1.0,1.0,1.0,0.5,0.0003032795575512816,0.0003201011160329255
2023-11-08,1.0,1.0,1.0,0.5,0.0002984895359426918,0.0003196700472597478
2023-11-09,1.0,1.0,1.0,0.5,0.00029790641040135896,0.00031721001720927546
2023-11-10,1.0,1.0,1.0,0.5,0.0002967944172729848,0.00031426699737822976
2023-11-13,1.0,1.0,1.0,0.5,0.00029582953939834983,0.00031426699737822976
2023-11-14,1.0,1.0,1.0,0.5,0.0002954153844024489,0.00031426699737822976
2023-11-15,1.0,1.0,1.0,0.5,0.0002944725146530277,0.0003122615381262477
2023-11-16,1.0,1.0,1.0,0.5,0.0002928620040529626,0.000304239701118319
2023-11-17,1.0,1.0,1.0,0.5,0.000290386369457732,0.00030201934011468674
2023-11-20,1.0,1.0,1.0,0.5,0.0002894145293100732,0.0002931378961001571
2023-11-21,1.0,1.0,1.0,0.5,0.00028888292174730854,0.0002925457220577435
2023-11-22,1.0,1.0,1.0,0.5,0.00028709586517390215,0.00028743336521847186
2023-11-24,1.0,1.0,1.0,0.5,0.0002841743075766917,0.00027630934347816954
2023-11-27,1.0,1.0,1.0,0.5,0.0002841743075766917,0.00027571182723083824
2023-11-28,1.0,1.0,1.0,0.5,0.0002841743075766917,0.0002756744597915361
2023-11-29,1.0,1.0,1.0,0.5,0.0002841743075766917,0.0002748154425251591
2023-11-30,1.0,1.0,1.0,0.5,0.0002814189072312263,0.0002719772524884851
2023-12-01,1.0,1.0,1.0,0.5,0.00027719206737502277,0.00027197725248848505
2023-12-04,1.0,1.0,1.0,0.5,0.00027719206737502277,0.0002712414975307237
2023-12-05,1.0,1.0,1.0,0.5,0.00027719206737502277,0.0002712414975307237
2023-12-06,1.0,1.0,1.0,0.5,0.00027719206737502277,0.0002712414975307237
2023-12-07,1.0,1.0,1.0,0.5,0.00027365303277367766,0.00026762554009727014
2023-12-08,1.0,1.0,1.0,0.5,0.0002716106975570461,0.0002645910778572812
2023-12-11,1.0,1.0,1.0,0.5,0.00027101226813226937,0.00026158352758731473
2023-12-12,1.0,1.0,1.0,0.5,0.0002709512073757666,0.00026158352758731473
2023-12-13,1.0,1.0,1.0,0.5,0.00027027405812602253,0.00026158352758731473
2023-12-14,1.0,1.0,1.0,0.5,0.0002675393839599376,0.00026158352758731473
2023-12-15,1.0,1.0,1.0,0.5,0.0002665625353190798,0.00026158352758731473
2023-12-18,1.0,1.0,1.0,0.5,0.00026503778735264817,0.00026158352758731473
2023-12-19,1.0,1.0,1.0,0.5,0.0002633821473336013,0.00025502880423601396
2023-12-20,1.0,1.0,1.0,0.5,0.000259062713723112,0.0002542722506930556
2023-12-21,1.0,1.0,1.0,0.5,0.0002572139504914639,0.00025099778094909064
2023-12-22,1.0,1.0,1.0,0.5,0.000252080200081477,0.0002483451912780045
2023-12-26,1.0,1.0,1.0,0.5,0.0002490101631192876,0.0002426259929173937
2023-12-27,1.0,1.0,1.0,0.5,0.0002487314514651216,0.000238090415265836
2023-12-28,1.0,1.0,1.0,0.5,0.00024732565564219896,0.00023729493878970074
2023-12-29,1.0,1.0,1.0,0.5,0.00024446504031504056,0.0002358798777998548
2024-01-02,1.0,1.0,1.0,0.5,0.00024361588817528753,0.0002358798777998548
2024-01-03,1.0,1.0,1.0,0.5,0.0002430232487456021,0.00023465340134219744
2024-01-04,1.0,1.0,1.0,0.5,0.00024081379680454057,0.00022946939765428675
2024-01-05,1.0,1.0,1.0,0.5,0.00023904152667657795,0.00022835700622516318
2024-01-08,1.0,1.0,1.0,0.5,0.00023543585352455587,0.00022628293393758562
2024-01-09,1.0,1.0,1.0,0.5,0.00023365452292610104,0.00021783642758792265
2024-01-10,1.0,1.0,1.0,0.5,0.0002312053011097321,0.00021700403300836037
2024-01-11,1.0,1.0,1.0,0.5,0.00023063020680471247,0.00021596729830156969
2024-01-12,1.0,1.0,1.0,0.5,0.00022878443494743877,0.00021508437843235646
2024-01-16,1.0,1.0,1.0,0.5,0.00022878443494743877,0.00021269829577539784
2024-01-17,1.0,1.0,1.0,0.5,0.00022878443494743877,0.00021020026205169297
2024-01-18,1.0,1.0,1.0,0.5,0.00022878443494743877,0.0002101931608335592
2024-01-19,1.0,1.0,1.0,0.5,0.00022878443494743877,0.0002101931608335592
2024-01-22,1.0,1.0,1.0,0.5,0.00022294777701318294,0.00021016475596102413
2024-01-23,1.0,1.0,1.0,0.5,0.00022092403736269833,0.00021016475596102413
2024-01-24,1.0,1.0,1.0,0.5,0.00022069998264493058,0.00021016475596102413
2024-01-25,1.0,1.0,1.0,0.5,0.0002205035374836766,0.00021016475596102413
2024-01-26,1.0,1.0,1.0,0.5,0.0002205035374836766,0.00021016475596102413
2024-01-29,1.0,1.0,1.0,0.5,0.0002205035374836766,0.00021016475596102413
2024-01-30,1.0,1.0,1.0,0.5,0.0002205035374836766,0.00021016475596102413
2024-01-31,1.0,1.0,1.0,0.5,0.0002205035374836766,0.00021016475596102413
2024-02-01,1.0,1.0,1.0,0.5,0.0002205035374836766,0.00021016475596102413
2024-02-02,1.0,1.0,1.0,0.5,0.0002205035374836766,0.00021016475596102413
2024-02-05,1.0,1.0,1.0,0.5,0.0002205035374836766,0.00021016475596102413
2024-02-06,1.0,1.0,1.0,0.5,0.0002205035374836766,0.00021016475596102413
2024-02-07,1.0,1.0,1.0,0.5,0.0002205035374836766,0.00021016475596102413
2024-02-08,1.0,1.0,1.0,0.5,0.0002205035374836766,0.00021016475596102413
2024-02-09,1.0,1.0,1.0,0.5,0.0002205035374836766,0.00021016475596102413
2024-02-12,1.0,1.0,1.0,0.5,0.00021968546797583124,0.00021016475596102413
2024-02-13,1.0,1.0,1.0,0.5,0.00021910345705834634,0.00021016475596102413
2024-02-14,1.0,1.0,1.0,0.5,0.00021834056746179354,0.00021016475596102413
2024-02-15,1.0,1.0,1.0,0.5,0.00021834056746179354,0.00021016475596102413
2024-02-16,1.0,1.0,1.0,0.5,0.00021834056746179354,0.00021016475596102413
2024-02-20,1.0,1.0,1.0,0.5,0.00021834056746179354,0.00021016475596102413
2024-02-21,1.0,1.0,1.0,0.5,0.00021703035832575042,0.00021016475596102413
2024-02-22,1.0,1.0,1.0,0.5,0.00021260487438654914,0.00021016475596102413
2024-02-23,1.0,1.0,1.0,0.5,0.00021221233643211517,0.00021016475596102413
2024-02-26,1.0,1.0,1.0,0.5,0.00021020550356535197,0.00021016475596102413
2024-02-27,1.0,1.0,1.0,0.5,0.00020623065230538048,0.00021016475596102413
2024-02-28,1.0,1.0,1.0,0.5,0.00020327514634144988,0.00021015232637580308
2024-02-29,1.0,1.0,1.0,0.5,0.0002018394966249647,0.00021010250271136016
2024-03-01,1.0,1.0,1.0,0.5,0.00019990798219600772,0.000210056759032314
2024-03-04,1.0,1.0,1.0,0.5,0.0001987709263599535,0.00020977465782440232
2024-03-05,1.0,1.0,1.0,0.5,0.00019830579283010988,0.0002093634995925835
2024-03-06,1.0,1.0,1.0,0.5,0.00019627037010706415,0.00020914447815574566
2024-03-07,1.0,1.0,1.0,0.5,0.0001949365458579058,0.00020839497732281467
2024-03-08,1.0,1.0,1.0,0.5,0.0001922551626576763,0.00020839497732281467
2024-03-11,1.0,1.0,1.0,0.5,0.00019082929712003127,0.0002082281999040332
2024-03-12,1.0,1.0,1.0,0.5,0.00018951035769004468,0.00020756109022890729
2024-03-13,1.0,1.0,1.0,0.5,0.0001839730113327247,0.00020734614247954554
2024-03-14,1.0,1.0,1.0,0.5,0.00018126386336472176,0.00020542749978531196
2024-03-15,1.0,1.0,1.0,0.5,0.00018028155378109018,0.00019802038708819782
2024-03-18,1.0,1.0,1.0,0.5,0.00017855263915855126,0.00018533356344832742
2024-03-19,1.0,1.0,1.0,0.5,0.0001767062841374132,0.00018533356344832742
2024-03-20,1.0,1.0,1.0,0.5,0.00017609386982607412,0.00018492413165062025
2024-03-21,1.0,1.0,1.0,0.5,0.0001756672245242187,0.0001827792466684686
2024-03-22,1.0,1.0,1.0,0.5,0.00017537567183321874,0.0001805672114267817
2024-03-25,1.0,1.0,1.0,0.5,0.00017491965994714446,0.00017700938868769151
2024-03-26,1.0,1.0,1.0,0.5,0.00017453135915777293,0.00016537573392033477
2024-03-27,1.0,1.0,1.0,0.5,0.0001736135621818255,0.00016211008429416342
2024-03-28,1.0,1.0,1.0,0.5,0.0001718097638650596,0.00015443675032259524
2024-04-01,1.0,1.0,1.0,0.5,0.00017124666269281778,0.00015320991707682061
2024-04-02,1.0,1.0,1.0,0.5,0.00017076569032760172,0.00014830258409372185
2024-04-03,1.0,1.0,1.0,0.5,0.0001704642350914839,0.00014829175644174067
2024-04-04,1.0,1.0,1.0,0.5,0.0001690772182661941,0.00014824701736092718
2024-04-05,1.0,1.0,1.0,0.5,0.0001666466482978075,0.00014788666701648213
2024-04-08,1.0,1.0,1.0,0.5,0.00016576038316272723,0.00014646812120492248
2024-04-09,1.0,1.0,1.0,0.5,0.00016434512945724312,0.00014646812120492248
2024-04-10,1.0,1.0,1.0,0.5,0.00016434512945724312,0.00014645705227553553
2024-04-11,1.0,1.0,1.0,0.5,0.00016434512945724312,0.00014645705227553553
2024-04-12,0.5,1.0,1.0,0.5,0.00016434512945724312,0.00014645705227553553
2024-04-15,0.5,0.5,1.0,0.5,0.00016576038316272723,0.00014645705227553553
2024-04-16,0.5,0.5,1.0,0.5,0.0001666466482978075,0.00014646812120492248
2024-04-17,0.5,0.5,1.0,0.5,0.0001690772182661941,0.00014646812120492248
2024-04-18,0.5,0.5,1.0,0.5,0.0001704642350914839,0.00014788666701648213
2024-04-19,0.5,0.5,1.0,0.5,0.00017122212661708263,0.00014824701736092718
2024-04-22,0.5,0.5,1.0,0.5,0.0001718097638650596,0.00014829175644174067
2024-04-23,0.5,0.5,1.0,0.5,0.0001736135621818255,0.00014830258409372185
2024-04-24,0.5,0.5,1.0,0.5,0.00017453135915777293,0.00015320991707682061
2024-04-25,1.0,0.5,1.0,0.5,0.00017491965994714446,0.00015443675032259524
2024-04-26,1.0,0.5,1.0,0.5,0.00017453135915777293,0.00016185829599650332
2024-04-29,1.0,0.5,1.0,0.5,0.00017361459934094004,0.00016396547071264033
2024-04-30,0.5,0.5,1.0,0.5,0.0001719261605264857,0.00016444186975560527
2024-05-01,0.5,0.5,1.0,0.5,0.00017361459934094004,0.00016547909691247225
2024-05-02,0.5,0.5,1.0,0.5,0.000174795932596395,0.00017178365910171776
2024-05-03,0.5,0.5,1.0,0.5,0.000174795932596395,0.00017414831520041416
2024-05-06,0.5,0.5,1.0,0.5,0.000174795932596395,0.00017947249954570853
2024-05-07,1.0,0.5,1.0,0.5,0.000174795932596395,0.0001827792466684686
2024-05-08,1.0,0.5,1.0,0.5,0.00017361459934094004,0.00018492413165062025
2024-05-09,1.0,0.5,1.0,0.5,0.0001719261605264857,0.00018533356344832742
2024-05-10,1.0,1.0,1.0,0.5,0.0001719261605264857,0.00018533356344832742
2024-05-13,1.0,1.0,1.0,0.5,0.0001719261605264857,0.00018533356344832742
2024-05-14,1.0,1.0,1.0,0.5,0.0001719261605264857,0.00018533356344832742
2024-05-15,1.0,1.0,1.0,0.5,0.0001719261605264857,0.00018533356344832742
2024-05-16,1.0,1.0,1.0,0.5,0.0001719261605264857,0.00018533356344832742
2024-05-17,1.0,1.0,1.0,0.5,0.0001719261605264857,0.00018533356344832742
2024-05-20,1.0,1.0,1.0,0.5,0.0001719261605264857,0.00018533356344832742
2024-05-21,1.0,1.0,1.0,0.5,0.0001719261605264857,0.00018533356344832742
2024-05-22,1.0,1.0,1.0,0.5,0.0001719261605264857,0.00018533356344832742
2024-05-23,1.0,1.0,1.0,0.5,0.0001719261605264857,0.00018533356344832742
2024-05-24,1.0,1.0,1.0,0.5,0.0001719261605264857,0.00018533356344832742
2024-05-28,1.0,1.0,1.0,0.5,0.0001719261605264857,0.00018533356344832742
2024-05-29,1.0,1.0,1.0,0.5,0.0001719261605264857,0.00018533356344832742
2024-05-30,1.0,1.0,1.0,0.5,0.0001719261605264857,0.00018533356344832742
